"ID","fk","DESCORGAO","IDORGAO","IDSUBORDINADOR","NIVEL","Subordinada","Unidade","Título","DESCORGAO_SUBORDINADOR"
"123027","1000.1000","SALA DE CONSOLIDAÇÃO DE ATIVOS DE REDE","1.000","1.000","4","SALA DE CONSOLI","SALA DE CONSOLI","1000.1000","SALA DE CONSOLIDAÇÃO DE ATIVOS DE REDE"
"123028","985.985","Recepção Hall Elevadores 2° Andar SEDE","985","985","4","Recepção Hall E","Recepção Hall E","985.985","Recepção Hall Elevadores 2° Andar SEDE"
"123029","682.957","Copa 1º Andar","957","682","3","Copa 1º Andar","SGA","682.957","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"123030","791.791","Coordenadoria de Governança e Infraestrutura de TI","791","791","4","COGINF","COGINF","791.791","Coordenadoria de Governança e Infraestrutura de TI"
"123031","1050.1050","Serviço de Documentos Digitais e Proteção de Dados","1.050","1.050","4","SEDIGI","SEDIGI","1050.1050","Serviço de Documentos Digitais e Proteção de Dados"
"123032","543.1057","Supervisão de Programas de Saúde Integral ","1.057","543","3","SUPSI","SEGEDAM","543.1057","Secretaria-Geral de Administração"
"123033","280.1037","Assessoria de Gestão de Projetos","1.037","280","3","ASPROJ","TCDF","280.1037","Tribunal de Contas do Distrito Federal"
"123034","682.552","Secretaria de Engenharia e Serviços de Apoio","552","682","1","SESAP","SGA","682.552","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"123035","989.989","Sala Técnica Auditório","989","989","4","Técnica Auditór","Técnica Auditór","989.989","Sala Técnica Auditório"
"123036","926.553","Serviço de Manutenção","553","926","3","SEMAN ","CGCI","926.553","Coordenadoria de Gestão do Conhecimento Institucional"
"123037","794.794","Gerência de Suporte e Monitoramento","794","794","4","GESUM","GESUM","794.794","Gerência de Suporte e Monitoramento"
"123038","1047.1048","Coordenadoria de Estudos e Análises Tecnológicas","1.048","1.047","1","CEAT","SEINFRA","1047.1048","Secretaria de Fiscalização de Infraestrutura"
"123039","1047.1047","Secretaria de Fiscalização de Infraestrutura","1.047","1.047","4","SEINFRA","SEINFRA","1047.1047","Secretaria de Fiscalização de Infraestrutura"
"123040","953.953","Associação dos Servidores do Tribunal de Contas do Distrito Federal","953","953","4","Assecon","Assecon","953.953","Associação dos Servidores do Tribunal de Contas do Distrito Federal"
"123041","682.553","Serviço de Manutenção","553","682","2","SEMAN ","SGA","682.553","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"123042","969.973","Quarta Divisão de Auditoria","973","969","1","DIAUD4","SEAUD","969.973","Secretaria de Auditoria"
"123043","678.550","Supervisão de Proventos, Pensões e Benefícios","550","678","3","SPB","PRESIDÊNCIA","678.550","Presidência"
"123044","682.985","Recepção Hall Elevadores 2° Andar SEDE","985","682","3","Recepção Hall E","SGA","682.985","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"123045","851.851","Assessoria Especial em Assuntos Tecnológicos","851","851","4","AEATEC","AEATEC","851.851","Assessoria Especial em Assuntos Tecnológicos"
"123046","1055.1055","ASSESSORIA DE INOVAÇÃO E INTELIGÊNCIA ARTIFICIAL","1.055","1.055","4","ASINT","ASINT","1055.1055","ASSESSORIA DE INOVAÇÃO E INTELIGÊNCIA ARTIFICIAL"
"123047","682.995","Portaria Visitantes Anexo","995","682","3","Portaria Visita","SGA","682.995","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"123048","519.673","Terceira Divisão de Fiscalização de Pessoal","673","519","1","DIFIPE3","SEFIPE","519.673","Secretaria de Fiscalização de Pessoal"
"123049","926.560","Supervisão de Pesquisa e Disseminação da Informação","560","926","3","SPDI","CGCI","926.560","Coordenadoria de Gestão do Conhecimento Institucional"
"123050","503.1047","Secretaria de Fiscalização de Infraestrutura","1.047","503","1","SEINFRA","SEGECEX","503.1047","Secretaria-Geral de Controle Externo"
"123051","1001.1001","Sala de som","1.001","1.001","4","Sala de som","Sala de som","1001.1001","Sala de som"
"123052","682.960","Copa 4º Andar","960","682","3","Copa 4º Andar","SGA","682.960","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"123053","1005.1005","Copa ESCON","1.005","1.005","4","Copa ESCON","Copa ESCON","1005.1005","Copa ESCON"
"123054","594.237","Serviço de Licitação ","237","594","3","SELIC","ESCON","594.237","Escola de Contas Públicas"
"123055","280.577","Ouvidoria do Tribunal de Contas do DF","577","280","2","OUVIDORIA","TCDF","280.577","Tribunal de Contas do Distrito Federal"
"123056","682.1009","Recepção ESCON","1.009","682","3","Recepção ESCON","SGA","682.1009","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"123057","314.314","Gabinete da 3ª Procuradoria","314","314","4","G3P","G3P","314.314","Gabinete da 3ª Procuradoria"
"123058","454.796","Gerência de Segurança Cibernética","796","454","2","GESCIB","STI","454.796","Secretaria de Tecnologia da Informação"
"123059","991.991","Guarita Estacionamento Anexo","991","991","4","Guarita Anexo","Guarita Anexo","991.991","Guarita Estacionamento Anexo"
"123060","994.994","Portaria Servidor Anexo","994","994","4","Portaria Servid","Portaria Servid","994.994","Portaria Servidor Anexo"
"123061","280.779","Gab. Cons. André Clemente","779","280","2","GCAC","TCDF","280.779","Tribunal de Contas do Distrito Federal"
"123062","1052.1052","Serviço de Protocolo e Publicações Oficiais","1.052","1.052","4","SEPROT","SEPROT","1052.1052","Serviço de Protocolo e Publicações Oficiais"
"123063","503.1043","Assessoria de Análise de Dados","1.043","503","2","ASDA","SEGECEX","503.1043","Secretaria-Geral de Controle Externo"
"123064","280.612","Gabinete da 1ª Procuradoria","612","280","2","G1P","TCDF","280.612","Tribunal de Contas do Distrito Federal"
"123065","682.1003","Copa Subsolo","1.003","682","3","Copa Subsolo","SGA","682.1003","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"123066","682.237","Serviço de Licitação ","237","682","1","SELIC","SGA","682.237","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"123067","1057.1057","Supervisão de Programas de Saúde Integral ","1.057","1.057","4","SUPSI","SUPSI","1057.1057","Supervisão de Programas de Saúde Integral "
"123068","503.929","Coordenadoria de Acompanhamento de Débitos e Multas","929","503","2","CADEM","SEGECEX","503.929","Secretaria-Geral de Controle Externo"
"123069","981.981","Recepção Hall Norte 7° Andar","981","981","4","Recepção Hall N","Recepção Hall N","981.981","Recepção Hall Norte 7° Andar"
"123070","454.788","Coordenação de Sistemas e Processos","788","454","1","COSIP","STI","454.788","Secretaria de Tecnologia da Informação"
"123071","1048.1048","Coordenadoria de Estudos e Análises Tecnológicas","1.048","1.048","4","CEAT","CEAT","1048.1048","Coordenadoria de Estudos e Análises Tecnológicas"
"123072","992.992","Guarita Estacionamento SEDE","992","992","4","Guarita SEDE","Guarita SEDE","992.992","Guarita Estacionamento SEDE"
"123073","678.1047","Secretaria de Fiscalização de Infraestrutura","1.047","678","2","SEINFRA","PRESIDÊNCIA","678.1047","Presidência"
"123074","503.507","1ª Divisão de Contas","507","503","2","DICONT1","SEGECEX","503.507","Secretaria-Geral de Controle Externo"
"123075","1042.1055","ASSESSORIA DE INOVAÇÃO E INTELIGÊNCIA ARTIFICIAL","1.055","1.042","1","ASINT","SEADIF","1042.1055","Secretaria Adjunta de Dados, Inovação e Fiscalização"
"123076","1042.669","Divisão de Fiscalização de Tecnologia da Informação","669","1.042","1","DIFTI","SEADIF","1042.669","Secretaria Adjunta de Dados, Inovação e Fiscalização"
"123077","503.931","Quarta Divisão de Fiscalização de Gestão Pública, Infraestrutura, Mobilidade e Segurança Pública","931","503","2","DIGEM4","SEGECEX","503.931","Secretaria-Geral de Controle Externo"
"123078","503.1039","Secretaria Adjunta de Recursos e Estudos","1.039","503","1","SEARES","SEGECEX","503.1039","Secretaria-Geral de Controle Externo"
"123079","678.1048","Coordenadoria de Estudos e Análises Tecnológicas","1.048","678","3","CEAT","PRESIDÊNCIA","678.1048","Presidência"
"123080","66.66","Consultoria Jurídica","66","66","4","CJ","CJ","66.66","Consultoria Jurídica"
"123081","280.678","Presidência","678","280","1","PRESIDÊNCIA","TCDF","280.678","Tribunal de Contas do Distrito Federal"
"123082","543.1049","Secretaria de Gestão de Documentos e da Informação","1.049","543","1","SEGEDOC","SEGEDAM","543.1049","Secretaria-Geral de Administração"
"123083","237.237","Serviço de Licitação ","237","237","4","SELIC","SELIC","237.237","Serviço de Licitação "
"123084","503.971","Segunda Divisão de Auditoria","971","503","2","DIAUD2","SEGECEX","503.971","Secretaria-Geral de Controle Externo"
"123085","280.544","Secretaria de Contabilidade, Orçamento e Finanças ","544","280","3","SECOF","TCDF","280.544","Tribunal de Contas do Distrito Federal"
"123086","254.987","Sala dos Motoristas Subsolo","987","254","1","Motoristas","SETRA","254.987","Serviço de Transportes"
"123087","227.854"," Supervisão de Gestão de Direitos Funcionais e de Previdência","854","227","1","SUDIP","SECAF","227.854","Serviço de Cadastro Funcional"
"123088","503.524","Secretaria de Macroavaliação da Gestão Pública","524","503","1","SEMAG","SEGECEX","503.524","Secretaria-Geral de Controle Externo"
"123089","1049.1053","Serviço de Arquivo e Gestão de Documentos","1.053","1.049","1","SEARQ","SEGEDOC","1049.1053","Secretaria de Gestão de Documentos e da Informação"
"123090","280.468","Divisão de Controle Interno","468","280","3","DCI","TCDF","280.468","Tribunal de Contas do Distrito Federal"
"123091","1037.1037","Assessoria de Gestão de Projetos","1.037","1.037","4","ASPROJ","ASPROJ","1037.1037","Assessoria de Gestão de Projetos"
"123092","280.1039","Secretaria Adjunta de Recursos e Estudos","1.039","280","3","SEARES","TCDF","280.1039","Tribunal de Contas do Distrito Federal"
"123093","377.377","Gab. Cons. Anilceia Machado","377","377","4","GCAM","GCAM","377.377","Gab. Cons. Anilceia Machado"
"123094","503.672","Segunda Divisão de Fiscalização de Pessoal","672","503","2","DIFIPE2","SEGECEX","503.672","Secretaria-Geral de Controle Externo"
"123095","280.775","Comitê Gestor de Proteção de Dados","775","280","2","CGPD","TCDF","280.775","Tribunal de Contas do Distrito Federal"
"123096","454.851","Assessoria Especial em Assuntos Tecnológicos","851","454","1","AEATEC","STI","454.851","Secretaria de Tecnologia da Informação"
"123097","682.989","Sala Técnica Auditório","989","682","3","Técnica Auditór","SGA","682.989","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"123098","576.576","Corregedoria","576","576","4","COGER","COGER","576.576","Corregedoria"
"123099","1039.1040","Assessoria Técnica de Estudos","1.040","1.039","1","ASTEC","SEARES","1039.1040","Secretaria Adjunta de Recursos e Estudos"
"123100","454.798","Gerência de Recursos Terceiros","798","454","2","GERTE","STI","454.798","Secretaria de Tecnologia da Informação"
"123101","148.148","GP - Assessoria Administrativa","148","148","4","GPAA","GPAA","148.148","GP - Assessoria Administrativa"
"123102","280.925","Coordenadoria de Educação Corporativa","925","280","3","CEDUC","TCDF","280.925","Tribunal de Contas do Distrito Federal"
"123103","147.86","Divisão de Planejamento e Moder. Administrativa","86","147","1","DIPLAN","GP","147.86","Gabinete da Presidência"
"123104","524.525","Divisão de Contas do Governo","525","524","1","DICOG","SEMAG","524.525","Secretaria de Macroavaliação da Gestão Pública"
"123105","543.954","Supervisão de Cadastro e Atendimento ao Beneficiário","954","543","3","SUCAD","SEGEDAM","543.954","Secretaria-Geral de Administração"
"123106","442.442","Comitê de Controle de Qualidade das Auditorias do TCDF","442","442","4","CCQA","CCQA","442.442","Comitê de Controle de Qualidade das Auditorias do TCDF"
"123107","552.1011","Sala dos Motoristas ESCON","1.011","552","2","Sala dos Motori","SESAP","552.1011","Secretaria de Engenharia e Serviços de Apoio"
"123108","143.143","Gab. Cons. Manoel de Andrade","143","143","4","GCMA","GCMA","143.143","Gab. Cons. Manoel de Andrade"
"123109","548.236","Serviço de Legislação de Pessoal","236","548","1","SELEG","SEGEP","548.236","Secretaria de Gestão de Pessoas"
"123110","280.314","Gabinete da 3ª Procuradoria","314","280","2","G3P","TCDF","280.314","Tribunal de Contas do Distrito Federal"
"123111","552.555","Serviço de Segurança e Suporte Operacional","555","552","1","SESOP","SESAP","552.555","Secretaria de Engenharia e Serviços de Apoio"
"123112","254.1011","Sala dos Motoristas ESCON","1.011","254","1","Sala dos Motori","SETRA","254.1011","Serviço de Transportes"
"123113","454.795","Coordenação de Inovação e Projetos Especiais","795","454","1","COIPE","STI","454.795","Secretaria de Tecnologia da Informação"
"123114","543.856"," Supervisão de Gestão de Desempenho","856","543","3","SGD","SEGEDAM","543.856","Secretaria-Geral de Administração"
"123115","503.939","Terceira Divisão de Fiscalização de Educação, Áreas Sociais e Saúde Pública","939","503","2","DIASP3","SEGECEX","503.939","Secretaria-Geral de Controle Externo"
"123116","280.1049","Secretaria de Gestão de Documentos e da Informação","1.049","280","3","SEGEDOC","TCDF","280.1049","Tribunal de Contas do Distrito Federal"
"123117","560.560","Supervisão de Pesquisa e Disseminação da Informação","560","560","4","SPDI","SPDI","560.560","Supervisão de Pesquisa e Disseminação da Informação"
"123118","552.1001","Sala de som","1.001","552","2","Sala de som","SESAP","552.1001","Secretaria de Engenharia e Serviços de Apoio"
"123119","503.969","Secretaria de Auditoria","969","503","1","SEAUD","SEGECEX","503.969","Secretaria-Geral de Controle Externo"
"123120","280.439","Cerimonial TCDF","439","280","3","CERIMONIAL","TCDF","280.439","Tribunal de Contas do Distrito Federal"
"123121","678.1052","Serviço de Protocolo e Publicações Oficiais","1.052","678","3","SEPROT","PRESIDÊNCIA","678.1052","Presidência"
"123122","86.86","Divisão de Planejamento e Moder. Administrativa","86","86","4","DIPLAN","DIPLAN","86.86","Divisão de Planejamento e Moder. Administrativa"
"123123","555.991","Guarita Estacionamento Anexo","991","555","1","Guarita Anexo","SESOP","555.991","Serviço de Segurança e Suporte Operacional"
"123124","503.799","Primeira Divisão de Fiscalização de Obras e Serviços de Engenharia","799","503","2","DIFO1","SEGECEX","503.799","Secretaria-Geral de Controle Externo"
"123125","555.984","Recepção Hall Elevadores 1° Andar SEDE","984","555","1","Recepção Hall E","SESOP","555.984","Serviço de Segurança e Suporte Operacional"
"123126","519.519","Secretaria de Fiscalização de Pessoal","519","519","4","SEFIPE","SEFIPE","519.519","Secretaria de Fiscalização de Pessoal"
"123127","280.538","Gab. Cons. Paulo Tadeu","538","280","2","GCPT","TCDF","280.538","Tribunal de Contas do Distrito Federal"
"123128","538.538","Gab. Cons. Paulo Tadeu","538","538","4","GCPT","GCPT","538.538","Gab. Cons. Paulo Tadeu"
"123129","524.524","Secretaria de Macroavaliação da Gestão Pública","524","524","4","SEMAG","SEMAG","524.524","Secretaria de Macroavaliação da Gestão Pública"
"123130","543.818","Supervisão de Gestão dos Recursos Próprios","818","543","2","SUREP","SEGEDAM","543.818","Secretaria-Geral de Administração"
"123131","280.183","Setor de Atendimento ao Público","183","280","3","PUBLICO","TCDF","280.183","Tribunal de Contas do Distrito Federal"
"123132","506.506","Secretaria de Contas","506","506","4","SECONT","SECONT","506.506","Secretaria de Contas"
"123133","552.554","Serviço de Obras e Projetos","554","552","1","SEPROJ","SESAP","552.554","Secretaria de Engenharia e Serviços de Apoio"
"123134","503.637","Divisão de Acompanhamento da Gestão Fiscal","637","503","2","DIAGF","SEGECEX","503.637","Secretaria-Geral de Controle Externo"
"123135","548.855","Supervisão de Gestão Cadastral e de Vínculos Funcionais","855","548","2","SUCAV","SEGEP","548.855","Secretaria de Gestão de Pessoas"
"123136","555.960","Copa 4º Andar","960","555","1","Copa 4º Andar","SESOP","555.960","Serviço de Segurança e Suporte Operacional"
"123137","552.985","Recepção Hall Elevadores 2° Andar SEDE","985","552","2","Recepção Hall E","SESAP","552.985","Secretaria de Engenharia e Serviços de Apoio"
"123138","503.508","2ª Divisão de Contas","508","503","2","DICONT2","SEGECEX","503.508","Secretaria-Geral de Controle Externo"
"123139","280.581","Núcleo de Informações Estratégicas","581","280","3","NIE","TCDF","280.581","Tribunal de Contas do Distrito Federal"
"123140","552.957","Copa 1º Andar","957","552","2","Copa 1º Andar","SESAP","552.957","Secretaria de Engenharia e Serviços de Apoio"
"123141","543.551","Supervisão de Atendimento e Apoio aos Aposentados e Pensionistas","551","543","2","SAP","SEGEDAM","543.551","Secretaria-Geral de Administração"
"123142","552.1004","Copa Plenário","1.004","552","2","Copa Plenário","SESAP","552.1004","Secretaria de Engenharia e Serviços de Apoio"
"123143","545.546","Serviço de Contratos","546","545","1","SERCO","SELIP","545.546","Secretaria de Licitação, Material e Patrimônio"
"123144","543.842","Supervisão do Sistema de Gestão de Documentos","842","543","2","SSGD","SEGEDAM","543.842","Secretaria-Geral de Administração"
"123145","543.544","Secretaria de Contabilidade, Orçamento e Finanças ","544","543","1","SECOF","SEGEDAM","543.544","Secretaria-Geral de Administração"
"123146","678.506","Secretaria de Contas","506","678","2","SECONT","PRESIDÊNCIA","678.506","Presidência"
"123147","579.579","Supervisão de Benefícios, Consignações e Obrigações Patronais","579","579","4","SBCOP","SBCOP","579.579","Supervisão de Benefícios, Consignações e Obrigações Patronais"
"123148","552.993","Central Telefônica","993","552","1","PABX","SESAP","552.993","Secretaria de Engenharia e Serviços de Apoio"
"123149","679.880","Gabinete do Auditor Vinícius Fragoso","880","679","1","GAVF","CONSELHEIROS","679.880","Conselheiros"
"123150","552.1006","Assessoria","1.006","552","2","Assessoria","SESAP","552.1006","Secretaria de Engenharia e Serviços de Apoio"
"123151","266.266","Serviço de Protocolo e Preservação Documental","266","266","4","SEPROD","SEPROD","266.266","Serviço de Protocolo e Preservação Documental"
"123152","543.840","Divisão de Assistência Direta à Saúde","840","543","2","DSAUD","SEGEDAM","543.840","Secretaria-Geral de Administração"
"123153","678.683","Supervisão de Disseminação de Informação e Gestão de Acervos","683","678","3","COBGI/SGA","PRESIDÊNCIA","678.683","Presidência"
"123154","503.442","Comitê de Controle de Qualidade das Auditorias do TCDF","442","503","2","CCQA","SEGECEX","503.442","Secretaria-Geral de Controle Externo"
"123155","280.377","Gab. Cons. Anilceia Machado","377","280","2","GCAM","TCDF","280.377","Tribunal de Contas do Distrito Federal"
"123156","552.995","Portaria Visitantes Anexo","995","552","2","Portaria Visita","SESAP","552.995","Secretaria de Engenharia e Serviços de Apoio"
"123157","525.525","Divisão de Contas do Governo","525","525","4","DICOG","DICOG","525.525","Divisão de Contas do Governo"
"123158","544.544","Secretaria de Contabilidade, Orçamento e Finanças ","544","544","4","SECOF","SECOF","544.544","Secretaria de Contabilidade, Orçamento e Finanças "
"123159","678.662","Terceira Divisão de Fiscalização de Áreas Sociais e Segurança Pública","662","678","3","DIASP3 (2019)","PRESIDÊNCIA","678.662","Presidência"
"123160","543.472","ARQUIVO CENTRAL - SPA","472","543","2","ARQCENTRAL","SEGEDAM","543.472","Secretaria-Geral de Administração"
"123161","678.792","Gerência de Arquitetura de Software","792","678","3","GEAS","PRESIDÊNCIA","678.792","Presidência"
"123162","507.507","1ª Divisão de Contas","507","507","4","DICONT1","DICONT1","507.507","1ª Divisão de Contas"
"123163","548.245","Serviço de Pagamento de Pessoal","245","548","1","SEPAG","SEGEP","548.245","Secretaria de Gestão de Pessoas"
"123164","667.670","Divisão de Fiscalização de Licitações","670","667","1","DIFLI","SESPE","667.670","Secretaria de Fiscalização Especializada"
"123165","554.554","Serviço de Obras e Projetos","554","554","4","SEPROJ","SEPROJ","554.554","Serviço de Obras e Projetos"
"123166","552.998","Lanchonete","998","552","2","Lanchonete","SESAP","552.998","Secretaria de Engenharia e Serviços de Apoio"
"123167","769.769","Ouvidoria do Ministério Público de Contas ao e-TCDF","769","769","4","MPC/OUVIDORIA","MPC/OUVIDORIA","769.769","Ouvidoria do Ministério Público de Contas ao e-TCDF"
"123168","678.557","Serviço de Expedição de Mandados","557","678","2","SS/SEMAND","PRESIDÊNCIA","678.557","Presidência"
"123169","555.959","Copa 3º Andar","959","555","1","Copa 3º Andar","SESOP","555.959","Serviço de Segurança e Suporte Operacional"
"123170","524.637","Divisão de Acompanhamento da Gestão Fiscal","637","524","1","DIAGF","SEMAG","524.637","Secretaria de Macroavaliação da Gestão Pública"
"123171","528.856"," Supervisão de Gestão de Desempenho","856","528","1","SGD","SEGED","528.856","Serviço de Gestão do Desempenho"
"123172","678.551","Supervisão de Atendimento e Apoio aos Aposentados e Pensionistas","551","678","3","SAP","PRESIDÊNCIA","678.551","Presidência"
"123173","528.841","Supervisão de Desenvolvimento de Competências","841","528","1","SDC","SEGED","528.841","Serviço de Gestão do Desempenho"
"123174","555.997","Sala de Segurança","997","555","1","Sala de Seguran","SESOP","555.997","Serviço de Segurança e Suporte Operacional"
"123175","689.689","Digitalização de Processos - SEGEDOC","689","689","4","DIGITALIZACAO","DIGITALIZACAO","689.689","Digitalização de Processos - SEGEDOC"
"123176","558.558","Coordenadoria de Biblioteca, Gestão da Informação e do Conhecimento","558","558","4","COBGI","COBGI","558.558","Coordenadoria de Biblioteca, Gestão da Informação e do Conhecimento"
"123177","594.928","Supervisão de Biblioteca e de Disseminação do Conhecimento","928","594","2","SBDC","ESCON","594.928","Escola de Contas Públicas"
"123178","659.662","Terceira Divisão de Fiscalização de Áreas Sociais e Segurança Pública","662","659","1","DIASP3 (2019)","SEASP (2019)","659.662","Secretaria de Fiscalização de Áreas Sociais e Segurança Pública"
"123179","678.775","Comitê Gestor de Proteção de Dados","775","678","1","CGPD","PRESIDÊNCIA","678.775","Presidência"
"123180","548.578","Supervisão de Remunerações, Proventos e Pensões","578","548","2","SRPP","SEGEP","548.578","Secretaria de Gestão de Pessoas"
"123181","548.227","Serviço de Cadastro Funcional","227","548","1","SECAF","SEGEP","548.227","Secretaria de Gestão de Pessoas"
"123182","594.596","Supervisão de Seleção, Lotação e Estágios","596","594","2","SUSEL","ESCON","594.596","Escola de Contas Públicas"
"123183","678.971","Segunda Divisão de Auditoria","971","678","3","DIAUD2","PRESIDÊNCIA","678.971","Presidência"
"123184","678.975","Secretaria de Acompanhamento","975","678","2","SEACOMP","PRESIDÊNCIA","678.975","Presidência"
"123185","678.546","Serviço de Contratos","546","678","3","SERCO","PRESIDÊNCIA","678.546","Presidência"
"123186","555.985","Recepção Hall Elevadores 2° Andar SEDE","985","555","1","Recepção Hall E","SESOP","555.985","Serviço de Segurança e Suporte Operacional"
"123187","543.816","Supervisão de Credenciamento, Contratos e Convênios","816","543","2","SUCRED","SEGEDAM","543.816","Secretaria-Geral de Administração"
"123188","678.843","Supervisão de Protocolo e Gestão de Acervo","843","678","3","SPGA","PRESIDÊNCIA","678.843","Presidência"
"123189","678.795","Coordenação de Inovação e Projetos Especiais","795","678","2","COIPE","PRESIDÊNCIA","678.795","Presidência"
"123190","678.924","Supervisão de Fomento à Pesquisa, Cultura e Inovação","924","678","3","SIPEC","PRESIDÊNCIA","678.924","Presidência"
"123191","682.1008","Guarita Garagem","1.008","682","3","Guarita Garagem","SGA","682.1008","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"123192","552.994","Portaria Servidor Anexo","994","552","2","Portaria Servid","SESAP","552.994","Secretaria de Engenharia e Serviços de Apoio"
"123193","931.931","Quarta Divisão de Fiscalização de Gestão Pública, Infraestrutura, Mobilidade e Segurança Pública","931","931","4","DIGEM4","DIGEM4","931.931","Quarta Divisão de Fiscalização de Gestão Pública, Infraestrutura, Mobilidade e Segurança Pública"
"123194","678.916","Secretaria de Saúde, Qualidade de Vida e Bem-Estar","916","678","2","SESBE","PRESIDÊNCIA","678.916","Presidência"
"123195","684.684","Supervisão de Sistemas de Informação, Legislação e Jurisprudência.","684","684","4","COBGI/SSI","COBGI/SSI","684.684","Supervisão de Sistemas de Informação, Legislação e Jurisprudência."
"123196","555.990","Brigada de Incêndio","990","555","1","BRIGADA","SESOP","555.990","Serviço de Segurança e Suporte Operacional"
"123197","555.983","Recepção Hall Sul 8° Andar","983","555","1","Recepção Hall S","SESOP","555.983","Serviço de Segurança e Suporte Operacional"
"123198","987.987","Sala dos Motoristas Subsolo","987","987","4","Motoristas","Motoristas","987.987","Sala dos Motoristas Subsolo"
"123199","678.669","Divisão de Fiscalização de Tecnologia da Informação","669","678","3","DIFTI","PRESIDÊNCIA","678.669","Presidência"
"123200","679.143","Gab. Cons. Manoel de Andrade","143","679","1","GCMA","CONSELHEIROS","679.143","Conselheiros"
"123201","678.925","Coordenadoria de Educação Corporativa","925","678","2","CEDUC","PRESIDÊNCIA","678.925","Presidência"
"123202","678.791","Coordenadoria de Governança e Infraestrutura de TI","791","678","2","COGINF","PRESIDÊNCIA","678.791","Presidência"
"123203","638.472","ARQUIVO CENTRAL - SPA","472","638","1","ARQCENTRAL","COGEDOC","638.472","Coordenadoria de Gestão de Documentos e Preservação da Memória Institucional"
"123204","678.682","Supervisão de Sistemas de Informação, Legislação e Jurisprudência","682","678","3","SGA","PRESIDÊNCIA","678.682","Presidência"
"123205","543.919","Serviço de Saúde e Segurança Ocupacional e de Qualidade de Vida","919","543","3","SESOC","SEGEDAM","543.919","Secretaria-Geral de Administração"
"123206","596.596","Supervisão de Seleção, Lotação e Estágios","596","596","4","SUSEL","SUSEL","596.596","Supervisão de Seleção, Lotação e Estágios"
"123207","678.930","Secretaria de Fiscalização de Gestão Pública, Infraestrutura, Mobilidade e Segurança Pública","930","678","2","SEGEM","PRESIDÊNCIA","678.930","Presidência"
"123208","678.800","Segunda Divisão de Fiscalização de Obras e Serviços de Engenharia","800","678","3","DIFO2","PRESIDÊNCIA","678.800","Presidência"
"123209","969.972","Terceira Divisão de Auditoria","972","969","1","DIAUD3","SEAUD","969.972","Secretaria de Auditoria"
"123210","683.683","Supervisão de Disseminação de Informação e Gestão de Acervos","683","683","4","COBGI/SGA","COBGI/SGA","683.683","Supervisão de Disseminação de Informação e Gestão de Acervos"
"123211","926.926","Coordenadoria de Gestão do Conhecimento Institucional","926","926","4","CGCI","CGCI","926.926","Coordenadoria de Gestão do Conhecimento Institucional"
"123212","678.799","Primeira Divisão de Fiscalização de Obras e Serviços de Engenharia","799","678","3","DIFO1","PRESIDÊNCIA","678.799","Presidência"
"123213","997.997","Sala de Segurança","997","997","4","Sala de Seguran","Sala de Seguran","997.997","Sala de Segurança"
"123214","594.559","Supervisão de Sistemas de Informação","559","594","2","SSI","ESCON","594.559","Escola de Contas Públicas"
"123215","503.1048","Coordenadoria de Estudos e Análises Tecnológicas","1.048","503","2","CEAT","SEGECEX","503.1048","Secretaria-Geral de Controle Externo"
"123216","678.940","Primeira Divisão de Fiscalização de Gestão Pública, Infraestrutura, Mobilidade e Segurança Pública","940","678","3","DIGEM1","PRESIDÊNCIA","678.940","Presidência"
"123217","678.1037","Assessoria de Gestão de Projetos","1.037","678","2","ASPROJ","PRESIDÊNCIA","678.1037","Presidência"
"123218","678.147","Gabinete da Presidência","147","678","1","GP","PRESIDÊNCIA","678.147","Presidência"
"123219","928.928","Supervisão de Biblioteca e de Disseminação do Conhecimento","928","928","4","SBDC","SBDC","928.928","Supervisão de Biblioteca e de Disseminação do Conhecimento"
"123220","682.987","Sala dos Motoristas Subsolo","987","682","3","Motoristas","SGA","682.987","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"123221","678.240","Serviço de Material","240","678","3","SEMAT","PRESIDÊNCIA","678.240","Presidência"
"123222","594.684","Supervisão de Sistemas de Informação, Legislação e Jurisprudência.","684","594","2","COBGI/SSI","ESCON","594.684","Escola de Contas Públicas"
"123223","679.377","Gab. Cons. Anilceia Machado","377","679","1","GCAM","CONSELHEIROS","679.377","Conselheiros"
"123224","651.651","Protocolo Documental","651","651","4","PROTOCOLO","PROTOCOLO","651.651","Protocolo Documental"
"123225","638.689","Digitalização de Processos - SEGEDOC","689","638","1","DIGITALIZACAO","COGEDOC","638.689","Coordenadoria de Gestão de Documentos e Preservação da Memória Institucional"
"123226","678.678","Presidência","678","678","4","PRESIDÊNCIA","PRESIDÊNCIA","678.678","Presidência"
